,index,C,Mn,Si,Cr,Ni,Mo,V,Co,Al,W,Cu,Nb,Ti,B,N,P,S,Ms (K),Payson_Savage,Andrews_2,Capdevila,pre_1,index_clean,pre_3,predicted_3
587,647,0.15,1.39,0.4,0.0,0.0,0.27,0.05,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,712.0,670.8209999999999,704.60975,671.1240000000001,713.3685514204251,0,713.3685514204251,713.8435740478221
589,649,0.51,0.35,0.31,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.3722222,507.58899999999994,536.25479,566.545,566.854524678952,0,566.854524678952,524.6806860533202
590,650,0.19,1.32,0.21,1.05,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,636.3999999999999,691.2452999999999,653.924,652.2180836832601,0,652.2180836832601,651.7733101188495
591,651,0.55,0.87,1.74,0.1,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,543.9060000000001,562.31775,542.4200000000001,554.8666409392928,0,554.8666409392928,550.9752428246866
592,652,0.38,0.7,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,611.719,619.9817999999999,619.717,617.4603221473602,0,617.4603221473602,616.62898140973
593,653,0.091,0.99,0.18,8.94,0.0,0.97,0.18,0.92,0.0,0.98,0.0,0.044,0.0,0.0,0.0509,0.0,0.0,603.0,438.0883,809.172238,641.6669999999999,615.1322830754483,0,615.1322830754483,607.3925866287587
595,655,0.2,0.58,0.31,0.0,2.9,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,634.75,643.5509999999999,633.897,676.27025425332,0,676.27025425332,681.4211768964797
596,656,0.2,0.64,0.084,2.12,0.76,0.83,0.32,0.013,0.0,0.63,0.0,0.02,0.0,0.0,0.006,0.0,0.0,622.0,598.6315999999998,676.4865999999997,658.1595400000001,568.0865455159816,0,568.0865455159816,566.9072519423609
597,657,0.32,0.86,1.54,1.01,0.51,0.49,0.07,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.022,0.024,0.014,608.0,582.9399999999998,622.7616800000001,602.443,607.3663785542918,0,607.3663785542918,609.6578771771144
598,658,0.58,0.65,0.3,0.12,0.05,0.5,0.03,0.0,0.051,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,564.5,553.668,559.9533399999998,562.85,562.5776508764466,0,562.5776508764466,560.8099512438008
599,659,0.35,0.8,0.36,0.0,2.58,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,578.8249999999999,582.1505000000001,587.634,581.9839448506887,0,581.9839448506887,581.5706332548491
600,660,0.38,0.72,0.21,0.49,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.1861111000001,589.731,597.2372799999999,597.862,601.1078826761128,0,601.1078826761128,599.3687778618327
602,662,0.33,0.51,0.17,1.44,4.16,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.5,535.724,563.48533,565.1429999999999,553.1522447606482,0,553.1522447606482,556.4429555508028
603,663,0.2,1.55,0.26,0.39,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,623.0,643.367,681.6422,649.009,605.0138384710444,0,605.0138384710444,610.6629395407133
604,664,0.25,0.0,0.0,0.02,4.97,4.03,0.006,16.1,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,641.0,564.587,563.1465,753.6800000000002,633.7784795820495,0,633.7784795820495,637.7971036982359
605,665,0.64,0.39,0.67,1.2,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,496.93,532.35,550.6390000000001,491.94559984300366,0,491.94559984300366,477.98090740428097
606,666,0.15,0.6,0.3,1.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0,660.935,716.9725000000001,686.1750000000001,684.5809424329253,0,684.5809424329253,683.3870940058247
607,667,0.37,0.85,0.36,0.0,1.44,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,598.3000000000001,600.2345499999999,597.152,600.6541606174624,0,600.6541606174624,604.87792813794
608,668,0.13,0.63,0.32,0.95,0.07,0.86,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.012,705.5,669.223,720.6198499999999,693.391,704.8324024168076,0,704.8324024168076,705.1874610767284
609,669,0.38,0.85,0.35,0.73,1.45,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,572.341,586.66306,588.136,592.7601519303702,0,592.7601519303702,591.5641005048628
610,670,0.31,0.69,0.38,0.79,0.2,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,615.049,636.77961,634.787,650.9409435946155,0,650.9409435946155,638.7313794734755
612,672,0.4,0.6,0.25,0.65,2.55,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,555.8549999999998,565.3639999999999,574.3800000000001,562.7910029201533,0,562.7910029201533,570.7817540789922
613,673,0.51,0.25,3.8,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,551.132,595.2131299999999,544.2760000000001,612.2597311263913,0,612.2597311263913,593.7570203372437
614,674,0.37,1.5,0.18,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,599.9259999999999,604.9997999999999,604.3760000000001,605.4274878600103,0,605.4274878600103,605.1932556908098
615,675,0.41,0.73,0.42,0.75,4.54,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,513.678,525.7647499999999,530.291,503.7911724633086,0,503.7911724633086,504.4615609795433
616,676,0.2,1.46,0.34,0.12,0.1,0.02,0.14,0.0,0.03,0.0,0.19,0.0,0.0,0.0,0.012,0.013,0.008,669.0,651.0899999999999,680.6495999999997,649.2470000000001,668.0670223316474,0,668.0670223316474,667.2168232016213
617,677,0.23,0.22,0.22,1.7,3.6,0.53,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,576.1779999999999,622.0148,611.0620000000001,600.1601560683854,0,600.1601560683854,599.916151402593
618,678,0.26,0.68,0.25,0.44,0.0,0.49,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,646.6179999999999,663.6095600000001,658.351,674.511334576376,0,674.511334576376,677.387777597118
620,680,0.27,1.55,0.2,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,629.598,646.07655,632.84,640.9950555588052,0,640.9950555588052,647.2398358994847
621,681,0.6,0.85,0.25,0.8,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,525.38,531.7069999999999,546.6050000000001,524.0069991551239,0,524.0069991551239,525.7938497153607
623,684,0.36,1.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,605.8679999999999,611.5831999999999,606.464,608.2437297835637,0,608.2437297835637,603.5643388243707
624,685,0.004,0.03,0.075,0.0,22.07180695,1.903080243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,410.9277778,379.2283332376999,392.2400922365,399.1594972132,389.35721708493014,0,389.35721708493014,391.88010740322574
625,686,0.56,0.47,0.18,1.16,4.25,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,471.828,480.6544399999999,497.3100000000001,499.3555543141375,0,499.3555543141375,500.73181865858226
626,687,0.38,1.5,0.25,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,593.9839999999999,599.3148,600.767,581.9356846875023,0,581.9356846875023,582.5556199238575
627,688,0.0355,0.0,0.0,0.0,15.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.8,508.13615,513.64497425,502.29970000000003,558.3453949324712,0,558.3453949324712,560.4123323641345
628,689,0.043,0.0,0.0,0.0,10.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,580.0758999999999,585.580233,573.9002,656.4075185036246,0,656.4075185036246,632.3990606675999
629,690,0.17,0.6,0.25,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.0,692.126,704.2683,691.493,696.7626891281662,0,696.7626891281662,701.2843319188449
630,691,0.14,1.53,0.36,0.06,0.03,0.01,0.04,0.0,0.057,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,708.0,670.4870000000001,710.39806,668.564,707.975638696322,0,707.975638696322,707.9015001859299
631,692,0.17,0.6,0.2,1.55,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,617.3009999999999,676.8557000000001,644.9830000000001,684.3166882392491,0,684.3166882392491,686.1811156998226
632,693,0.24,0.0,0.0,0.02,4.97,4.03,0.0,16.02,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,651.0,567.7539999999999,566.6267199999999,756.0196,641.3815949091464,0,641.3815949091464,634.5724684422556
633,694,0.36,0.83,0.38,0.34,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.02,619.0,616.618,625.55976,621.354,619.5877877240412,0,619.5877877240412,619.4590798422978
634,695,0.95,0.5,0.24,4.9,0.26,1.03,0.0,0.0,0.02,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,473.0,299.87600000000003,261.323,410.01,473.4233042031251,0,473.4233042031251,479.18801588818366
635,696,0.39,0.62,0.23,1.11,1.44,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.25,568.4339999999999,585.53696,590.528,598.9359796355071,0,598.9359796355071,596.0212978658593
636,697,0.37,1.49,0.41,0.77,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.024,588.0,576.522,597.74511,594.446,587.6020264526666,0,587.6020264526666,588.1214895979899
638,699,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.9024999999999,645.3699999999999,638.67,643.1600000000001,659.7213204707435,0,659.7213204707435,652.2297991454273
639,700,0.36,0.69,0.29,1.09,0.08,0.07,0.01,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.011,0.014,637.6666666666666,599.427,620.23936,617.728,617.4256474498172,0,617.4256474498172,621.1314903963014
640,701,0.32,0.86,1.44,1.01,0.51,0.49,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,584.0499999999998,622.7616800000001,603.893,598.9238139439675,0,598.9238139439675,593.0142716389257
641,702,0.16,1.3,0.04,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.0,677.644,703.3532,675.424,704.7409685676937,0,704.7409685676937,708.521993760628
642,703,0.38,1.14,1.05,0.23,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.019,625.0,595.693,610.91276,597.0559999999999,605.8567877323524,0,605.8567877323524,605.2852270718789
643,704,0.37,0.85,0.37,0.0,1.44,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.0,595.7470000000001,598.14455,597.5350000000001,609.2097462850436,0,609.2097462850436,609.3376570702891
644,705,0.3,0.64,0.22,1.01,0.11,0.24,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,658.0,620.707,645.5802,638.26,658.682698199075,0,658.682698199075,658.8675204091068
645,706,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,654.871,647.2473,652.238,674.5080649534519,0,674.5080649534519,661.3773882644139
646,707,0.55,0.9,1.0,0.4,2.75,0.45,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,494.755,506.628,507.6000000000001,525.3697813204407,0,525.3697813204407,524.3378140568843
647,711,0.17,0.79,0.27,0.08,0.45,0.47,0.02,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.009,0.02,686.0,673.9509999999999,693.01949,675.8070000000001,689.0947728800627,0,689.0947728800627,688.5182548374986
648,712,0.18,0.39,0.39,0.586,1.207,0.289,0.098,0.0,0.014,0.555,0.117,0.014,0.011,0.001,0.006,0.01,0.009,342.0,651.9119000000001,684.137252,670.3699,355.0777452258733,0,355.0777452258733,360.16795531794725
649,713,0.097,1.0,0.18,9.1,0.93,0.96,0.19,0.0,0.0,0.98,0.0,0.046,0.0,0.0,0.0529,0.0,0.0,589.0,415.98709999999994,788.3077329999999,614.7657999999999,575.8988369845428,0,575.8988369845428,607.7664800840253
650,714,0.14,1.52,0.48,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,671.768,710.768,668.364,665.4682101661962,0,665.4682101661962,666.0550089898325
651,715,0.25,0.52,0.15,1.14,3.33,0.65,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.25,579.376,611.5495000000001,606.599,629.9091479980182,0,629.9091479980182,631.9002211302009
652,716,0.32,0.8,0.3,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0,637.8499999999999,641.6368,639.162,626.839867924119,0,626.839867924119,632.4412216053245
653,718,0.53,0.38,0.32,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.5944444,576.449,591.6152,595.25,569.3944366720726,0,569.3944366720726,584.8969893186902
655,720,0.98,1.84,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,399.524,420.688,410.18800000000005,388.17451856779434,0,388.17451856779434,390.37840500850064
656,721,0.36,0.7,0.25,1.5,1.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.0,562.4280000000001,590.4461999999999,592.5690000000001,595.2119579591507,0,595.2119579591507,606.9898775797043
658,723,0.31,0.32,0.41,2.36,0.31,0.22,0.32,0.0,0.013,8.59,0.16,0.0,0.0,0.0,0.0,0.0,0.0,673.0,490.0899999999999,637.09574,690.793,596.1628470259924,0,596.1628470259924,596.0093619553235
659,726,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.025,711.877,706.9137,706.706,746.8767536290267,0,746.8767536290267,689.7671980371831
660,728,0.16,0.5,0.31,1.95,2.02,0.03,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.014,721.0,613.0099999999999,686.241,645.174,722.1952776293163,0,722.1952776293163,722.7732508229738
661,729,0.35,0.31,0.022,1.46,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.5944444,605.3738,628.04915,630.8430000000001,631.0181793070275,0,631.0181793070275,631.9153615352227
662,730,0.24,0.8,0.2,0.5,0.55,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,641.877,663.3942000000001,651.096,675.1625017453192,0,675.1625017453192,670.6427539294649
663,731,0.49,0.78,0.26,1.04,0.5,0.96,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,540.0889999999998,551.5354399999999,573.0360000000001,562.1332575263147,0,562.1332575263147,564.4499776732575
664,732,0.39,0.55,0.3,1.6,0.0,0.2,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,580.1919999999999,606.06655,611.246,588.9239103513805,0,588.9239103513805,593.034502713894
665,733,0.18,0.51,0.28,1.65,1.44,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,622.038,681.8489,652.1250000000002,666.61834690163,0,666.61834690163,673.8943928114393
666,734,0.36,0.86,0.37,1.54,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.02,609.0,582.37,613.58436,609.901,607.9581757288356,0,607.9581757288356,606.9884664541678
667,735,0.4,0.47,0.023,0.23,1.76,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.9277778,591.1246999999998,590.5298,597.7335000000002,583.9635789652676,0,583.9635789652676,582.6505960807295
668,736,0.39,1.45,0.37,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0,590.7059999999999,596.39745,597.6270000000001,596.4295108697223,0,596.4295108697223,595.5475754605411
669,738,0.35,0.86,1.55,1.5,0.23,0.58,0.07,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.022,0.024,0.001,595.0,563.3829999999998,609.2740000000001,593.7230000000001,594.8616742621567,0,594.8616742621567,595.7801847179293
670,739,0.19,1.6,0.2,0.0,0.55,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.0,644.417,673.5077,646.316,687.0024139177608,0,687.0024139177608,697.6274987957538
671,740,0.5,0.0,0.0,1.25,0.0,0.0,0.2,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,548.425,589.4,622.1250000000001,598.8004089097808,0,598.8004089097808,579.7551916124527
672,741,0.3,0.8,0.0,0.55,0.54,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,623.761,637.595,635.585,636.1070666238937,0,636.1070666238937,632.2205767201311
673,742,0.38,1.45,0.36,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.019,601.0,590.987,597.7283,601.4459999999999,600.6227087894374,0,600.6227087894374,600.7799104533669
674,744,0.45,1.04,0.35,1.22,0.05,0.05,0.13,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.032,0.012,564.0,555.712,571.6480999999999,577.755,564.4972262197314,0,564.4972262197314,564.3415364108861
675,746,0.06,1.97,0.37,0.0,0.0,0.0,0.45,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,712.0,683.34,750.2999000000001,680.397,715.3796312552774,0,715.3796312552774,717.6697700497591
676,747,0.43,0.75,0.27,1.31,0.11,0.72,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.011,594.25,561.6499999999999,580.2964699999999,595.46,599.1451557333179,0,599.1451557333179,591.2036406306362
677,748,0.32,0.57,0.2,1.15,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,567.4349999999998,591.0423999999999,586.9910000000001,573.0780100904535,0,573.0780100904535,565.0814851647806
678,749,0.22,1.498,0.226,0.33,0.037,0.195,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0,638.0276000000001,669.9937,645.429,633.3183035965919,0,633.3183035965919,643.7143055380647
679,750,0.59,0.89,0.0,0.64,0.53,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0,526.475,528.9002899999999,544.466,530.4781761978784,0,530.4781761978784,528.6240331911474
680,751,0.43,0.75,0.27,1.31,0.11,0.72,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.25,561.6499999999999,580.2964699999999,595.46,598.6186296116159,0,598.6186296116159,591.2086385647674
681,752,0.43,1.67,0.28,0.32,0.11,0.03,0.1,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.021,0.008,584.1428571428571,566.084,572.49339,573.6400000000002,586.3215880124118,0,586.3215880124118,585.1594698177147
682,753,0.37,0.8,1.47,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.019,605.0,603.145,618.5783,608.3389999999999,606.5561760561608,0,606.5561760561608,606.0460612034898
683,754,0.22,0.64,0.25,0.97,0.33,0.23,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.01,0.011,673.0,643.259,678.28776,659.0520000000001,673.6733555211221,0,673.6733555211221,673.0267567446344
684,755,0.85,0.0,0.0,4.0,0.0,8.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,302.85499999999996,311.04249999999996,490.59,473.9768272450423,0,473.9768272450423,488.87377839595126
685,756,0.3,0.69,0.38,0.78,1.79,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,595.604,617.3301000000001,610.716,618.7109209058731,0,618.7109209058731,620.96040301902
686,757,0.47,0.82,0.35,1.2,0.04,0.0,0.11,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.035,0.015,571.5,557.982,571.8168,578.8850000000001,571.557106103537,0,571.557106103537,570.5689933098124
687,758,0.38,1.44,0.59,0.16,0.1,0.0,0.09,0.0,0.024,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,566.0,591.085,601.8199199999998,593.5090000000001,597.2889945344099,0,597.2889945344099,597.5850751934636
688,759,0.6,0.85,1.9,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,521.52,544.9619999999999,527.0100000000002,524.3266481320402,0,524.3266481320402,505.7616813466715
689,760,0.34,0.65,0.25,1.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,607.987,629.6555,629.056,629.8934926186002,0,629.8934926186002,626.6369102201361
690,761,0.36,0.69,0.29,1.09,0.08,0.07,0.01,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,637.6666666666666,599.427,620.23936,617.728,616.4903064471083,0,616.4903064471083,620.9185257740103
691,762,0.72,0.27,0.39,4.09,0.0,0.0,1.25,0.0,0.0,18.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,210.65499999999997,419.8647200000001,633.576,473.5360008026431,0,473.5360008026431,492.9045168481076
692,763,0.61,0.59,0.24,0.94,0.16,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.15,524.0849999999999,533.3320100000001,547.8500000000001,511.7182585150049,0,511.7182585150049,510.8927534506073
693,764,0.325,0.54,0.22,1.03,0.0,0.63,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,613.0715,635.1332749999999,638.4859999999999,644.8566238042946,0,644.8566238042946,635.8504195797682
694,765,0.34,1.06,0.2,0.08,0.75,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.5,611.8829999999999,616.9428800000001,612.866,605.7243912746303,0,605.7243912746303,604.0982614399478
695,766,0.75,2.15,1.54,1.08,0.0,0.24,0.0,4.13,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,413.148,411.3327499999999,475.5294,411.1267168136267,0,411.1267168136267,420.3622041113732
696,768,0.15,1.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,681.0,675.15,707.0675,672.345,636.4298120603095,0,636.4298120603095,647.9643562475494
697,769,0.42,0.65,0.3,1.65,0.0,0.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,564.5279999999999,588.4175,598.9750000000001,587.8029041565835,0,587.8029041565835,585.1123199389273
698,770,0.094,1.0,0.18,9.31,0.0,0.98,0.19,1.89,0.0,0.0,0.0,0.043,0.0,0.0,0.0517,0.0,0.0,607.0,437.28619999999995,808.9449480000001,638.2547999999999,592.9138363696322,0,592.9138363696322,590.3947553390963
699,771,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.0899999999999,613.6999999999999,612.9,612.9000000000001,636.5931706286668,0,636.5931706286668,628.5304993364242
700,772,0.28,0.5,0.25,5.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0,518.8439999999999,640.4477999999999,617.3670000000001,669.5660315273271,0,669.5660315273271,633.8020791135242
701,773,0.16,1.4,0.04,0.0,0.0,0.0,0.11,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.018,0.004,0.012,638.0,674.314,702.2092,672.3639999999999,638.7738786933629,0,638.7738786933629,636.499595657462
702,774,0.3,0.6,0.25,1.25,4.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,547.7349999999999,577.17,572.97,567.9344946347047,0,567.9344946347047,566.9479747326546
703,775,0.38,0.64,0.23,0.99,0.08,0.16,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.019,0.013,633.0,597.2049999999999,613.5028800000001,614.617,633.674891835287,0,633.674891835287,634.0911968500615
704,776,0.15,0.8,0.2,0.5,0.55,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.0,670.38,704.7375,678.33,701.6920603480024,0,701.6920603480024,693.924813364935
705,777,0.04,1.19,0.3,0.02,0.02,0.33,0.09,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.0,711.872,760.74672,711.614,769.926508020574,0,769.926508020574,770.4439121782259
706,778,0.027,0.0,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.3,429.66610000000003,435.246193,424.1958,485.0614269324736,0,485.0614269324736,476.1311777973591
707,779,0.36,0.84,0.38,0.0,2.6,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.023,593.0,579.7640000000001,582.3516,581.4660000000001,594.1138391041318,0,594.1138391041318,594.5855904188345
708,780,0.096,1.01,0.16,9.16,0.0,0.99,0.19,0.95,0.0,0.0,0.0,0.045,0.0,0.0,0.0552,0.0,0.0,566.0,440.60079999999994,805.279496,630.9273999999999,590.8981381771916,0,590.8981381771916,593.1604170015161
709,781,0.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.6,576.3294,588.073508,577.1932,599.179238501929,0,599.179238501929,602.1579743616317
710,782,0.31,0.62,0.2,0.64,2.63,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.25,582.8559999999999,598.0625600000001,600.5600000000001,611.0035360059157,0,611.0035360059157,610.3167696570382
