,index,C,Mn,Si,Cr,Ni,Mo,V,Co,Al,W,Cu,Nb,Ti,B,N,P,S,Ms (K),Payson_Savage,Andrews_2,Capdevila,pre_1,index_clean,pre_3,predicted_3
837,915,0.12,0.75,0.06,0.57,2.62,0.48,0.05,0.0,0.062,0.0,0.25,0.0,0.0,0.0,0.0,0.007,0.008,673.0,643.4769999999999,682.5679600000001,653.83,673.1992104142707,0,673.1992104142707,674.3490419025276
838,916,0.38,0.85,0.35,0.73,1.45,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.022,591.0,572.341,586.66306,588.136,593.5794021640094,0,593.5794021640094,591.9633138700623
839,917,0.33,1.48,0.18,0.16,0.26,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.5,604.47,616.2424199999998,611.352,613.6454008331939,0,613.6454008331939,611.3718025638686
840,918,0.16,0.0,0.0,2.1,10.15,1.05,0.0,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,481.83799999999997,545.5015999999999,653.3889999999999,599.1659695559722,0,599.1659695559722,577.126749547496
841,919,0.4,0.35,0.2,1.27,4.03,0.24,0.04,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.01,0.015,539.6666666666666,526.2239999999998,542.9822,550.1170000000001,543.2631782385215,0,543.2631782385215,545.7227998676514
842,920,0.15,1.3,0.27,0.15,0.15,0.04,0.13,0.0,0.02,0.0,0.19,0.0,0.0,0.0,0.01,0.0,0.0,651.0,671.139,705.9540000000001,669.239,651.1338454699741,0,651.1338454699741,650.3889724026936
843,921,0.41,0.84,0.34,0.35,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,592.18,599.5074999999999,608.2330000000001,608.0968044322547,0,608.0968044322547,606.4408980205369
844,922,0.36,0.83,0.36,0.0,2.6,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.023,588.0,577.5440000000001,580.2339999999999,582.662,586.9350524273814,0,586.9350524273814,587.778369975416
845,923,0.35,1.62,0.47,0.1,0.1,0.01,0.11,0.0,0.02,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,586.0,597.481,609.991,597.7950000000001,585.7399509495716,0,585.7399509495716,584.8624628496838
846,924,0.4,0.35,0.2,1.27,4.03,0.24,0.04,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,539.6666666666666,526.2239999999998,542.9822,550.1170000000001,543.6335722232552,0,543.6335722232552,545.6633733637273
847,926,0.76,0.41,0.2,0.13,2.5,0.08,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,473.0,469.2329999999999,496.19091999999995,474.957,493.1897095565556,0,493.1897095565556,490.63955708059757
848,927,0.49,1.01,0.2,0.56,0.54,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.5944444,552.2099999999999,557.01091,569.0840000000001,567.3169327334027,0,567.3169327334027,571.414095314461
849,929,0.47,1.04,0.35,1.2,0.05,0.05,0.12,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,564.6666666666666,549.934,563.7796999999999,571.8810000000001,560.905352958251,0,560.905352958251,565.430594194451
850,930,0.2,1.2,0.38,0.06,0.55,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,668.0,653.679,676.8638,641.503,668.7753014881536,0,668.7753014881536,668.1810871201361
851,931,0.57,0.54,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.95,571.1619999999999,575.20028,572.35,577.7164082998494,0,577.7164082998494,577.693946020104
853,933,0.36,0.56,0.16,1.22,1.46,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.5,575.875,596.7698799999998,601.4580000000001,606.4581555788528,0,606.4581555788528,602.8552570566173
854,934,0.004,0.03,0.075,0.0,21.51051625,4.397705545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,360.9277778,360.9115470755,378.0269646975,414.464023558,505.3470854351155,0,505.3470854351155,413.8560732298055
855,936,0.22,1.25,0.25,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,648.802,676.37254,652.816,650.3308843986255,0,650.3308843986255,656.7645867326598
856,937,0.37,0.52,0.12,2.9,1.51,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.5,527.1669999999999,576.1818999999999,584.4060000000001,578.2519768188647,0,578.2519768188647,563.042526893311
857,938,0.47,3.33,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.5944444,509.426,508.27065,516.3100000000001,517.867094892255,0,517.867094892255,527.7615812856578
858,940,0.9,1.07,0.3,0.49,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,427.444,461.9039,455.06899999999996,460.7434864945339,0,460.7434864945339,433.9121621271936
859,941,0.04,1.19,0.3,0.02,0.02,0.33,0.09,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,769.0,711.872,760.74672,711.614,767.9750250780216,0,767.9750250780216,770.0647200386944
860,942,1.42,2.16,1.62,2.57,5.35,1.29,0.7,0.0,0.077,8.88,0.98,0.23,0.18,0.006,0.05,0.0,0.0,769.0,-41.25199999999997,49.32456000000005,190.97300000000004,743.8872217649086,0,743.8872217649086,718.7897526886014
861,943,0.11,0.52,0.26,0.56,4.92,0.53,0.08,0.0,0.04,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,651.0,613.396,649.90874,624.718,651.7919970741779,0,651.7919970741779,649.650053704921
862,944,0.004,0.03,0.075,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,285.9277778,287.9917,296.612892,282.90409999999997,395.16463915000446,0,395.16463915000446,349.767060149847
863,945,0.29,1.67,0.26,0.12,0.21,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.5,614.423,632.92077,617.1160000000001,586.4260142964158,0,586.4260142964158,623.9377451025977
864,946,0.48,1.98,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,550.9920000000001,549.7532000000001,554.3040000000001,550.9118083093199,0,550.9118083093199,541.7909018204447
865,947,0.51,0.72,0.27,0.94,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.02,591.0,557.428,565.99946,575.561,591.7226759388627,0,591.7226759388627,593.2386723608633
866,948,0.3,1.63,0.49,0.44,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.2611111,601.427,628.3583000000001,613.313,629.1625933069653,0,629.1625933069653,627.0010938328795
867,950,0.96,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,445.8179999999999,509.07320000000004,452.444,444.8688154815052,0,444.8688154815052,462.7549193522665
868,952,0.16,0.5,0.31,1.95,2.02,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,613.0099999999999,686.241,645.174,720.8867803164032,0,720.8867803164032,717.8417578609047
869,953,0.57,0.82,0.0,1.07,1.16,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,512.221,516.7709600000001,538.4710000000001,523.9970220565987,0,523.9970220565987,519.9673277935868
870,954,0.0168,0.0,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.9,432.89644,439.76984608,427.2823200000001,478.31992144439283,0,478.31992144439283,475.5384444576915
871,955,0.38,1.51,0.26,0.99,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,564.333,585.97698,583.785,580.4095731679056,0,580.4095731679056,590.844005576995
872,956,0.17,0.84,0.54,0.89,0.05,0.4,0.01,0.0,0.031,0.0,0.07,0.0,0.0,0.0,0.008,0.0,0.0,765.0,654.2280000000001,702.67822,670.6419999999999,764.5262368110114,0,764.5262368110114,759.6153741400916
873,957,0.1,1.53,0.35,0.0,0.0,0.01,0.07,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.007,0.013,0.01,743.0,685.4350000000001,730.9855,682.071,743.1082333416794,0,743.1082333416794,743.0287195601513
874,958,0.47,0.82,0.35,1.2,0.04,0.0,0.11,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,571.5,557.982,571.8168,578.8850000000001,566.532965122578,0,566.532965122578,569.264856688558
875,959,0.72,0.23,0.43,4.04,0.0,0.0,1.24,4.72,0.0,18.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,215.26399999999998,423.60752,673.6086,486.04258775422716,0,486.04258775422716,484.6561400542441
876,960,0.35,0.75,0.23,0.65,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,593.8969999999998,606.81475,604.64,609.4935211022071,0,609.4935211022071,613.4549517879814
877,961,0.41,0.48,0.13,0.17,1.75,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.5,588.3829999999999,587.9997799999999,593.5260000000001,585.7984334138097,0,585.7984334138097,582.7669416614821
878,962,0.1,0.4,0.2,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,639.1199999999999,652.76,636.2800000000001,647.5129507678738,0,647.5129507678738,656.5418682561487
879,963,0.36,0.78,0.31,0.0,0.73,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.025,636.0,610.9929999999999,613.124,615.959,633.0746324061339,0,633.0746324061339,631.8459644562752
880,964,0.3,0.51,0.32,0.07,3.03,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,611.0,603.958,606.2639,602.253,623.491168196836,0,623.491168196836,639.624531317019
881,965,0.33,0.39,0.16,1.09,3.6,0.72,0.12,0.0,0.009,0.0,0.09,0.0,0.0,0.0,0.0,0.004,0.005,564.0,554.362,574.44353,581.3379999999999,562.5005725371549,0,562.5005725371549,563.2639594769984
882,967,0.4,1.38,0.24,0.53,0.74,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.5,567.8839999999999,578.7948000000001,580.8350000000002,572.729696011397,0,572.729696011397,576.4191157094228
883,968,0.38,0.57,0.12,1.22,4.95,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.5,511.59100000000007,529.4085399999999,537.698,506.25263924359007,0,506.25263924359007,528.975892302651
884,970,0.64,0.85,0.29,0.24,0.19,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.5944444,524.996,532.65784,535.6790000000001,516.0249006063268,0,516.0249006063268,521.3536068241848
885,972,0.004,0.03,0.075,0.0,21.82347236,0.0,0.0,0.0,3.006789525,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,444.2611111,404.49971158799997,414.51620911599997,398.71445882399996,429.6327496301624,0,429.6327496301624,442.2161647104149
886,973,0.2,0.61,0.23,1.65,2.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,604.4649999999999,661.344,634.25,641.6390836541873,0,641.6390836541873,651.208790943478
887,974,0.316,0.4,0.26,13.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,281.5767999999999,567.6977119999999,531.6484,567.2722141804701,0,567.2722141804701,583.4732567909176
888,975,0.36,0.86,0.37,0.0,2.62,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,581.317,583.5887999999999,580.139,596.6592789778498,0,596.6592789778498,598.1268326988504
889,976,0.24,0.55,0.2,0.2,1.8,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0,637.112,646.4513999999999,640.7860000000001,650.6670991083369,0,650.6670991083369,669.0974095589107
890,977,0.37,0.82,0.36,0.73,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.022,614.0,594.8389999999999,611.0254400000001,617.253,614.7499128961022,0,614.7499128961022,614.9117614859681
891,978,0.39,0.2,0.26,1.22,1.66,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.5,574.467,591.52062,598.5060000000001,579.592691983751,0,579.592691983751,578.2735428980887
893,980,0.55,0.5,0.87,0.1,0.1,0.55,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.035,564.0,561.0030000000002,572.847,568.6250000000001,564.9829978390554,0,564.9829978390554,572.71484553558
894,981,0.39,0.73,0.35,0.75,2.51,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0,552.137,565.5326500000001,571.6080000000001,559.0860209179675,0,559.0860209179675,564.1086544941599
895,982,0.28,0.39,0.16,2.35,0.06,0.06,0.53,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.02,0.006,673.0,556.103,656.7001999999998,673.791,674.0417608581772,0,674.0417608581772,677.9717241158355
896,983,0.12,0.83,0.3,0.53,1.11,0.49,0.03,0.0,0.031,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,699.0,664.3669999999998,707.0300400000001,672.783,698.5726770994738,0,698.5726770994738,699.9858616112913
897,984,0.3,0.64,0.22,1.01,0.11,0.24,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.011,0.012,658.0,620.707,645.5802,638.26,657.3110339054953,0,657.3110339054953,658.1266399553901
898,985,0.086,0.0,0.0,0.0,10.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.5,566.4577999999999,567.304932,560.8884,612.4204578341582,0,612.4204578341582,612.4071727332115
899,986,0.41,0.7,0.25,0.8,1.8,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0,561.0430000000001,572.4094,578.6890000000001,561.5339902435602,0,561.5339902435602,556.6824312229115
900,987,0.38,1.14,1.05,0.23,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.019,605.0,595.693,610.91276,597.0559999999999,622.8075748646527,0,622.8075748646527,623.866194101077
901,988,0.45,1.34,1.45,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,568.818,582.1279999999999,566.001,559.4385719207676,0,559.4385719207676,557.7377570770963
902,989,0.36,0.8,0.2,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,614.983,615.2361999999999,613.774,617.0584069107897,0,617.0584069107897,627.3964508117939
903,990,0.11,1.23,0.31,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.013,0.018,725.0,692.813,728.27175,688.781,726.7927467818554,0,726.7927467818554,728.0546336283398
904,992,0.38,1.3,0.48,0.15,0.14,0.04,0.12,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,572.0,596.134,604.6745999999999,596.536,593.9731452063627,0,593.9731452063627,595.2985732568171
905,993,0.06,1.96,0.32,0.0,0.0,0.18,0.22,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.005,0.006,0.003,721.0,682.23,748.6328,681.8600000000001,720.2301465946391,0,720.2301465946391,682.4833969481712
906,995,0.3,0.46,0.24,1.44,2.06,0.37,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.03,0.025,623.0,580.5169999999999,612.9808,607.48,624.8732990869316,0,624.8732990869316,625.4951729099998
907,996,0.2,1.46,0.34,0.12,0.1,0.02,0.14,0.0,0.03,0.0,0.19,0.0,0.0,0.0,0.012,0.0,0.0,669.0,651.0899999999999,680.6495999999997,649.2470000000001,667.7341661393523,0,667.7341661393523,663.5642721631825
908,997,0.12,0.57,0.29,0.47,1.86,0.18,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,665.7199999999999,699.11756,671.614,695.4506830891263,0,695.4506830891263,677.2022570632616
909,998,0.75,0.7,0.0,0.75,1.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,461.98499999999996,474.94999999999993,484.9750000000001,493.5006542645788,0,493.5006542645788,489.16791349688503
910,999,0.44,0.8,0.22,1.04,0.26,0.04,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,628.0,569.922,582.56544,587.9889999999999,623.7091165953121,0,623.7091165953121,625.7112019436453
911,1000,0.17,0.79,0.27,0.08,0.45,0.41,0.02,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,693.0,674.617,693.5894900000001,675.6630000000001,694.0545076431108,0,694.0545076431108,694.5595439132765
912,1001,0.23,1.32,0.45,0.05,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0,648.8679999999999,670.7045,647.24,680.5051420998092,0,680.5051420998092,683.4836043262002
913,1003,1.0,0.3,0.12,0.9,3.27,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,363.622,424.432,388.55600000000004,393.5480154596745,0,393.5480154596745,387.04764138731923
914,1004,0.39,0.77,0.39,0.96,0.14,0.08,0.05,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.01,0.006,0.032,647.0,588.653,605.9788100000001,603.9200000000001,647.1271132681561,0,647.1271132681561,649.4521381053369
915,1005,0.06,1.96,0.32,0.0,0.0,0.18,0.22,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,721.0,682.23,748.6328,681.8600000000001,720.6187957606936,0,720.6187957606936,681.6497678719445
916,1006,0.37,0.77,0.15,0.98,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.9638889,597.99,615.07019,618.2830000000001,629.9586659806902,0,629.9586659806902,628.569661169009
917,1007,0.2,1.2,0.53,0.1,0.0,0.0,0.0,0.0,0.001,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,703.0,660.0869999999999,686.218,656.464,702.002937837401,0,702.002937837401,701.6889161341711
918,1008,0.48,0.86,0.25,0.98,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.5,557.9269999999999,567.67056,577.3969999999999,568.9512261521764,0,568.9512261521764,564.0590273766667
919,1009,0.1,1.48,0.36,0.0,0.0,0.0,0.02,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.008,738.0,687.1,731.438,683.432,760.5530433900462,0,760.5530433900462,761.5946510089266
920,1010,0.38,1.4,0.25,0.5,0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,573.664,586.3878,586.3269999999999,580.089365617008,0,580.089365617008,579.9016861189366
921,1011,0.11,1.6,0.3,0.0,0.0,0.0,0.09,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,680.603,725.3617,677.6039999999999,700.5019075761975,0,700.5019075761975,700.4040842968143
922,1013,0.004,0.03,0.075,0.0,22.12389381,0.0,0.0,0.0,1.671583088,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,444.2611111,399.482673373,409.439086611,393.727462754,457.6547954675077,0,457.6547954675077,440.6612048091185
923,1014,0.1,0.76,0.22,0.68,0.85,0.48,0.07,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,695.0,674.203,723.2642000000001,686.111,694.1854370327361,0,694.1854370327361,696.7911456628008
924,1015,0.4,0.82,0.35,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.6666666666666,608.2959999999998,610.183,614.2650000000001,598.9684501949479,0,598.9684501949479,600.0899676774103
925,1016,0.85,0.0,0.0,4.0,0.0,0.75,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,383.33,379.91749999999996,473.19,487.3016211320445,0,487.3016211320445,459.2497644376475
926,1017,0.11,0.85,0.31,0.51,1.3,0.48,0.03,0.0,0.077,0.0,0.27,0.0,0.0,0.0,0.0,0.007,0.009,752.0,664.251,708.58809,672.391,752.9475389550707,0,752.9475389550707,750.7437617780615
927,1018,0.6,0.85,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,530.1,535.8349999999999,546.3300000000002,530.0941348613094,0,530.0941348613094,534.8925899896193
928,1019,0.38,1.8,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,588.9889999999999,595.4387999999999,590.507,604.7732331325495,0,604.7732331325495,591.1194505939237
929,1020,0.24,0.0,0.0,1.4,4.98,1.52,0.0,16.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,557.084,588.6135999999998,737.8908,652.7470245332607,0,652.7470245332607,647.4315247773017
930,1021,0.4,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0,619.8399999999999,618.65,618.8400000000001,627.3480118145598,0,627.3480118145598,632.9399153840142
931,1022,0.15,0.57,0.28,0.63,0.91,0.61,0.3,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.019,693.6666666666666,662.9739999999999,697.8570500000001,678.0590000000002,692.7809665028997,0,692.7809665028997,691.2038740974456
932,1023,0.22,1.45,0.3,0.98,0.01,0.45,0.03,0.0,0.044,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,617.0,618.3549999999999,668.8657400000001,640.987,617.2116977529986,0,617.2116977529986,616.5759868440471
933,1024,0.38,0.82,1.48,0.72,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,579.4069999999999,607.0550399999998,598.0999999999999,605.9298595501383,0,605.9298595501383,606.0689761987194
934,1025,0.22,0.52,0.0,0.0,5.35,0.27,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.0,592.718,594.8331999999999,593.554,683.0453833216413,0,683.0453833216413,653.3105645466276
935,1027,0.4,0.87,0.36,0.34,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.018,603.0,600.1759999999999,607.3194000000001,608.8920000000002,603.1810595530873,0,603.1810595530873,602.257086475214
936,1028,0.38,0.82,0.32,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.021,590.0,617.9599999999999,619.5953999999999,620.104,594.056462665776,0,594.056462665776,593.8461842736313
937,1029,0.36,0.84,0.38,0.0,2.6,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,579.7640000000001,582.3516,581.4660000000001,594.8168279209167,0,594.8168279209167,596.35998120885
938,1030,0.26,0.55,0.21,3.34,0.25,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.25,566.0409999999999,653.85586,633.0690000000001,607.1620850485541,0,607.1620850485541,630.6888891118032
939,1031,0.6,0.45,0.0,1.52,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,469.178,477.03679999999997,500.0640000000001,527.4333344967837,0,527.4333344967837,518.9825365710716
940,1032,0.36,0.86,0.38,1.54,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.02,605.0,579.4839999999999,611.20936,610.356,604.2697543067009,0,604.2697543067009,604.1018988239377
941,1033,0.4,0.81,1.48,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,601.747,615.3139999999999,596.962,600.6625848067677,0,600.6625848067677,602.7127133112799
942,1034,0.23,0.53,0.3,1.55,0.3,0.29,0.21,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,621.0,626.911,675.0490499999999,654.7120000000001,622.2113553430703,0,622.2113553430703,622.1468240006004
944,1036,0.46,0.7,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,586.383,591.6161999999999,595.509,583.8493097418371,0,583.8493097418371,597.3438496890168
945,1037,0.37,0.82,0.36,0.73,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,594.8389999999999,611.0254400000001,617.253,612.9882650262206,0,612.9882650262206,614.0732144525806
946,1038,0.83,1.98,1.57,1.02,0.0,0.24,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,394.808,396.93803999999994,434.40020000000004,402.9186895956428,0,402.9186895956428,357.9047737620645
947,1039,0.28,0.36,0.11,2.57,0.04,0.03,0.35,0.0,0.0,8.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.0,499.1499999999999,657.0596399999998,709.108,690.7651111068933,0,690.7651111068933,687.6426653142858
948,1040,0.4,0.75,0.27,0.96,0.13,0.07,0.06,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.01,0.0,0.0,634.0,587.7619999999998,602.7995999999999,603.5010000000001,635.5932033504415,0,635.5932033504415,636.161227728569
950,1043,0.32,0.55,0.25,3.05,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,555.3759999999999,620.7292,615.748,588.1339695062203,0,588.1339695062203,582.9148112639191
951,1044,0.2,0.53,0.11,0.5,1.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.5,643.9399999999999,664.4409999999999,652.9670000000001,679.3818192093602,0,679.3818192093602,688.6248839594355
952,1045,0.39,0.8,1.48,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.019,609.0,602.583,616.7077,600.87,608.6207119126436,0,608.6207119126436,608.5658762519422
953,1046,0.7,0.35,0.16,0.96,3.24,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,455.46700000000004,470.50929999999994,477.16600000000005,460.5279448318426,0,460.5279448318426,457.88572261799504
954,1047,0.19,1.2,0.34,1.24,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0,633.6709999999999,693.28514,654.0200000000001,672.6316403471532,0,672.6316403471532,670.1387706487983
