C,Mn,Si,Cr,Ni,Mo,V,Co,Al,W,Cu,Nb,Ti,B,N,P,S,Ms (K)
0.34,0.62,0.27,1.22,2.8,0.5,0.09,0,0,0,0,0,0,0,0,0,0,586
0.34,0.98,1.37,0.95,1.82,0.42,0.14,0,0,0,0,0,0,0,0,0,0,573
0.35,1.51,0.28,0,0,1.29,0.21,0,0,0,0.1,0,0,0,0,0,0,617
0.35,1.62,0.47,0.1,0.1,0.01,0.11,0,0.02,0,0.14,0,0,0,0,0,0,586
0.35,0.86,1.55,1.5,0.23,0.58,0.07,0,0.039,0,0,0,0,0,0.022,0,0,595
0.35,0.86,1.55,1.21,0.21,0.58,0.06,0,0.037,0,0,0,0,0,0.021,0,0,595
0.36,0.69,0.29,1.09,0.08,0.07,0.01,0,0,0,0.12,0,0,0,0,0,0,647
0.37,0.83,0.35,0.87,1.7,1.18,0.18,0,0,0,0,0,0,0,0,0,0,560
0.38,0.87,0.18,1.54,0.01,0.63,0.27,0,0,0,0,0,0,0,0,0,0,551
0.38,0.78,0.29,0.99,0.14,0.08,0.06,0,0.022,0,0.2,0,0,0,0.01,0,0,630
0.38,1.63,0.3,0.02,0.01,0.12,0.07,0,0.021,0,0.01,0,0,0,0,0,0,638
0.38,1.14,1.05,0.23,0,0,0.02,0,0,0,0,0,0,0,0,0,0,612
0.38,1.14,1.05,0.23,0,0,0.02,0,0,0,0,0,0,0,0,0,0,625
0.38,1.14,1.05,0.23,0,0,0.02,0,0,0,0,0,0,0,0,0,0,604
0.38,1.14,1.05,0.23,0,0,0.02,0,0,0,0,0,0,0,0,0,0,604
0.38,1.14,1.05,0.23,0,0,0.02,0,0,0,0,0,0,0,0,0,0,604
0.39,0.75,0.26,0.94,0.19,0.03,0,0,0,0,0.21,0,0,0,0.01,0,0,660
0.39,0.76,0.28,0.99,0.14,0.03,0.12,0,0,0,0.21,0,0,0,0.01,0,0,656
0.39,0.77,0.39,0.96,0.14,0.08,0.05,0,0,0,0.21,0,0,0,0.01,0,0,647
0.4,0.35,0.2,1.27,4.03,0.24,0.04,0,0,0,0.16,0,0,0,0,0,0,538
0.4,0.35,0.22,1.27,4.03,0.24,0.04,0,0,0,0.16,0,0,0,0,0,0,543
0.4,0.75,0.27,0.96,0.13,0.07,0.06,0,0,0,0.2,0,0,0,0.01,0,0,634
0.43,0.75,0.27,1.31,0.11,0.72,0.23,0,0,0,0,0,0,0,0,0,0,595
0.43,0.75,0.27,1.31,0.11,0.72,0.23,0,0,0,0,0,0,0,0,0,0,586
0.43,1.67,0.28,0.32,0.11,0.03,0.1,0,0,0,0.06,0,0,0,0,0,0,586
0.43,1.67,0.28,0.32,0.11,0.03,0.1,0,0,0,0.06,0,0,0,0,0,0,578
0.43,1.67,0.28,0.32,0.11,0.03,0.1,0,0,0,0.06,0,0,0,0,0,0,591
0.43,1.67,0.28,0.32,0.11,0.03,0.1,0,0,0,0.06,0,0,0,0,0,0,582
0.43,1.67,0.28,0.32,0.11,0.03,0.1,0,0,0,0.06,0,0,0,0,0,0,586
0.43,0.9,0.32,0.3,0,0,0.1,0,0.015,0,0,0,0,0,0.015,0,0,691
0.43,0.9,0.32,0.3,0,0,0.1,0,0.015,0,0,0,0,0,0.015,0,0,686
0.43,0.9,0.32,0.3,0,0,0.1,0,0.015,0,0,0,0,0,0.015,0,0,695
0.43,0.83,1.55,0.91,3.02,0.4,0.12,0,0,0,0,0,0,0,0,0,0,569
0.44,0.66,0.22,0.15,0,0,0.02,0,0,0,0,0,0,0,0,0,0,621
0.44,0.66,0.22,0.15,0,0,0.02,0,0,0,0,0,0,0,0,0,0,617
0.44,0.66,0.22,0.15,0,0,0.02,0,0,0,0,0,0,0,0,0,0,617
0.44,0.66,0.22,0.15,0,0,0.02,0,0,0,0,0,0,0,0,0,0,621
0.44,0.75,0.26,1.7,0.17,0.08,0.09,0,0,0,0.18,0,0,0,0,0,0,578
0.44,0.75,0.26,1.7,0.17,0.08,0.09,0,0,0,0.18,0,0,0,0,0,0,578
0.44,0.75,0.26,1.7,0.17,0.08,0.09,0,0,0,0.18,0,0,0,0,0,0,573
0.44,0.75,0.26,1.7,0.17,0.08,0.09,0,0,0,0.18,0,0,0,0,0,0,569
0.45,1.04,0.35,1.22,0.05,0.05,0.13,0,0,0,0.16,0,0,0,0,0,0,564
0.45,1.34,1.45,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,560
0.47,0.82,0.35,1.2,0.04,0,0.11,0,0,0,0.14,0,0,0,0,0,0,573
0.47,0.82,0.35,1.2,0.04,0,0.11,0,0,0,0.14,0,0,0,0,0,0,573
0.47,0.82,0.35,1.2,0.04,0,0.11,0,0,0,0.14,0,0,0,0,0,0,564
0.47,0.82,0.35,1.2,0.04,0,0.11,0,0,0,0.14,0,0,0,0,0,0,573
0.47,1.04,0.35,1.2,0.05,0.05,0.12,0,0,0,0.16,0,0,0,0,0,0,560
0.47,1.04,0.35,1.2,0.05,0.05,0.12,0,0,0,0.16,0,0,0,0,0,0,564
0.47,1.04,0.35,1.2,0.05,0.05,0.12,0,0,0,0.16,0,0,0,0,0,0,569
0.47,1.04,0.35,1.2,0.05,0.05,0.12,0,0,0,0.16,0,0,0,0,0,0,569
0.49,0.78,0.26,1.04,0.5,0.96,0.09,0,0,0,0,0,0,0,0,0,0,564
0.51,0.72,0.27,0.94,0,0,0.2,0,0,0,0,0,0,0,0,0,0,591
0.52,0.7,0.29,1.09,1.12,0.43,0.14,0,0,0,0,0,0,0,0,0,0,538
0.52,0.7,0.29,1.09,1.12,0.43,0.14,0,0,0,0,0,0,0,0,0,0,534
0.55,0.98,0.22,1.02,0.01,0,0.11,0,0,0,0.07,0,0,0,0,0,0,547
0.55,0.98,0.22,1.02,0.01,0,0.11,0,0,0,0.07,0,0,0,0,0,0,538
0.55,0.98,0.22,1.02,0.01,0,0.11,0,0,0,0.07,0,0,0,0,0,0,543
0.55,0.98,0.22,1.02,0.01,0,0.11,0,0,0,0.07,0,0,0,0,0,0,551
0.55,0.98,0.22,1.02,0.01,0,0.11,0,0,0,0.07,0,0,0,0,0,0,551
0.55,0.98,0.22,1.02,0.01,0,0.11,0,0,0,0.07,0,0,0,0,0,0,543
0.55,0.5,0.87,0.1,0.1,0.55,0.22,0,0,0,0,0,0,0,0,0,0,564
0.55,0.9,1,0.4,2.75,0.45,0.11,0,0,0,0,0,0,0,0,0,0,543
0.56,0.67,0.31,0.76,1.53,0.24,0.14,0,0.01,0,0.06,0,0,0,0,0,0,508
0.58,0.65,0.3,0.12,0.05,0.5,0.03,0,0.051,0,0.08,0,0,0,0,0,0,560
0.58,0.65,0.3,0.12,0.05,0.5,0.03,0,0.051,0,0.08,0,0,0,0,0,0,569
0.58,0.08,0.89,1.27,0.06,0.02,0.11,0,0,0,0.14,0,0,0,0,0,0,538
0.58,0.81,0.89,1.27,0.06,0.02,0.11,0,0,0,0.14,0,0,0,0,0,0,530
0.64,0.73,0.82,1.26,0.05,0,0.16,0,0.006,0,0.03,0,0,0,0.012,0,0,469
0.65,1.14,0.4,1.15,0,0,0.15,0,0,0,0,0,0,0,0.005,0,0,473
0.65,1.14,0.4,1.15,0,0,0.15,0,0,0,0,0,0,0,0.005,0,0,464
0.67,1.39,0.75,0.03,0.32,0,0.19,0,0.002,0,0.4,0,0,0,0.01,0,0,473
0.69,1.41,0.7,0.05,0.03,0,0.19,0,0.005,0,0.03,0,0,0,0.007,0,0,486
0.75,0.7,0,0.75,1.35,0.3,0.15,0,0,0,0,0,0,0,0,0,0,504
0.78,1.61,0.48,0,0,0,0.16,0,0.018,0,0.18,0,0,0,0.018,0,0,651
0.11,0.47,0.21,2.29,0.14,1.02,0,0,0,0,0.18,0,0,0,0,0,0,738
0.13,0.56,0.26,0.07,0.05,0,0,0,0,0,0.2,0,0,0,0,0,0,723
0.13,0.51,0.31,1.5,1.55,0.06,0,0,0.01,0,0.22,0,0,0,0,0,0,713
0.13,0.51,0.31,1.5,1.55,0.06,0,0,0.01,0,0.22,0,0,0,0,0,0,713
0.13,0.63,0.32,0.95,0.07,0.86,0.19,0,0,0,0,0,0,0,0,0,0,703
0.15,0.67,0.48,1.2,0.25,0,0.31,0,0,0,0.18,0,0,0,0,0,0,708
0.16,1.12,0.22,0.99,0.12,0.02,0.01,0,0.015,0,0.22,0,0,0,0,0,0,673
0.16,1.12,0.22,0.99,0.12,0.02,0.01,0,0.015,0,0.22,0,0,0,0,0,0,673
0.16,0.5,0.31,1.95,2.02,0.03,0.01,0,0.03,0,0.2,0,0,0,0,0,0,723
0.16,0.5,0.31,1.95,2.02,0.03,0.01,0,0.03,0,0.2,0,0,0,0,0,0,723
0.17,0.79,0.27,0.08,0.45,0.41,0.02,0,0,0,0.16,0,0,0,0,0,0,693
0.18,0.39,0.39,0.586,1.207,0.289,0.098,0,0.014,0.555,0.117,0.014,0.011,0.001,0.006,0,0,342
0.18,0.62,0.25,0.8,0.14,0.4,0,0,0,0,0.18,0,0,0,0,0,0,708
0.19,1.12,0.38,0.28,0.79,0.27,0,0,0,0,0.98,0,0,0,0,0,0,673
0.19,1.12,0.38,0.28,0.79,0.27,0,0,0,0,0.98,0,0,0,0,0,0,673
0.19,1.2,0.42,0.08,0.06,0,0,0,0.001,0,0.21,0,0,0,0,0,0,703
0.2,1.2,0.38,0.06,0.55,0,0,0,0,0,0.91,0,0,0,0,0,0,668
0.2,1.2,0.53,0.1,0,0,0,0,0.001,0,0.17,0,0,0,0,0,0,703
0.22,0.64,0.25,0.97,0.33,0.23,0,0,0,0,0.16,0,0,0,0,0,0,673
0.22,0.64,0.25,0.97,0.33,0.23,0,0,0,0,0.16,0,0,0,0,0,0,673
0.23,1.53,0.4,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,673
0.23,1.32,0.45,0.05,0,0,0,0,0.026,0,0,0,0,0,0,0,0,683
0.23,0.68,0.47,0.96,0,0.39,0,0,0,0,0,0,0,0,0,0,0,698
0.24,1.06,0.21,0.79,0.18,0.02,0.1,0,0,0,0.17,0,0,0,0,0,0,693
0.24,1.06,0.21,0.79,0.18,0.02,0.1,0,0,0,0.17,0,0,0,0,0,0,693
0.28,0.36,0.11,2.57,0.04,0.03,0.35,0,0,8.88,0,0,0,0,0,0,0,693
0.28,0.39,0.16,2.35,0.06,0.06,0.53,0,0,4.1,0,0,0,0,0,0,0,673
0.3,0.64,0.22,1.01,0.11,0.24,0,0,0,0,0.19,0,0,0,0,0,0,658
0.3,0.64,0.22,1.01,0.11,0.24,0,0,0,0,0.19,0,0,0,0,0,0,658
0.3,0.46,0.24,1.44,2.06,0.37,0,0,0,0,0.2,0,0,0,0,0,0,623
0.3,0.46,0.24,1.44,2.06,0.37,0,0,0,0,0.2,0,0,0,0,0,0,623
0.3,0.51,0.32,0.07,3.03,0,0,0,0.032,0,0,0,0,0,0,0,0,613
0.35,0.65,0.23,1.11,0.23,0.05,0,0,0,0,0.18,0,0,0,0,0,0,633
0.36,0.928,0.46,0.684,0.687,0.26,0.07,0,0.006,0.06,0.064,0.002,0.001,0,0.002,0,0,613
0.36,0.49,0.25,1.54,0.21,0.03,0,0,0,0,0.16,0,0,0,0,0,0,613
0.36,0.49,0.25,1.54,0.21,0.03,0,0,0,0,0.16,0,0,0,0,0,0,613
0.36,0.69,0.29,1.09,0.08,0.07,0.01,0,0,0,0.12,0,0,0,0,0,0,633
0.36,0.69,0.29,1.09,0.08,0.07,0.01,0,0,0,0.12,0,0,0,0,0,0,633
0.38,0.81,0.18,1.54,0.01,0.63,0.27,0,0,0,0,0,0,0,0,0,0,623
0.38,0.64,0.23,0.99,0.08,0.16,0,0,0,0,0.17,0,0,0,0,0,0,633
0.38,0.64,0.23,0.99,0.08,0.16,0,0,0,0,0.17,0,0,0,0,0,0,633
0.38,1.14,1.05,0.23,0,0,0.02,0,0,0,0,0,0,0,0,0,0,603
0.38,1.14,1.05,0.23,0,0,0.02,0,0,0,0,0,0,0,0,0,0,603
0.38,0.79,1.37,0.16,0.16,0,0.01,0,0,0,0.1,0,0,0,0,0,0,628
0.39,0.45,0.58,1.45,0.13,0.47,0.7,0,0,0.55,0,0,0,0,0,0,0,613
0.39,0.45,0.58,1.45,0.13,0.47,0.7,0,0,0.55,0,0,0,0,0,0,0,633
0.4,0.35,0.2,1.27,4.03,0.24,0.04,0,0,0,0.16,0,0,0,0,0,0,538
0.4,0.35,0.2,1.27,4.03,0.24,0.04,0,0,0,0.16,0,0,0,0,0,0,543
0.41,0.71,0.25,1.06,0.22,0.02,0,0,0,0,0.17,0,0,0,0,0,0,628
0.42,1.82,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613
0.43,0.43,0.24,0.04,5,0,0,0,0.032,0,0,0,0,0,0,0,0,533
0.43,0.75,0.27,1.31,0.11,0.72,0.23,0,0,0,0,0,0,0,0,0,0,598
0.43,0.75,0.27,1.31,0.11,0.72,0.23,0,0,0,0,0,0,0,0,0,0,598
0.43,1.67,0.28,0.32,0.11,0.03,0.1,0,0,0,0.06,0,0,0,0,0,0,583
0.44,0.66,0.22,0.15,0,0,0.02,0,0,0,0,0,0,0,0,0,0,623
0.44,0.66,0.22,0.15,0,0,0.02,0,0,0,0,0,0,0,0,0,0,623
0.44,0.8,0.22,1.04,0.26,0.04,0,0,0,0,0.17,0,0,0,0,0,0,628
0.44,0.8,0.22,1.04,0.26,0.04,0,0,0,0,0.17,0,0,0,0,0,0,628
0.44,0.75,0.26,1.7,0.17,0.08,0.09,0,0,0,0.18,0,0,0,0,0,0,573
0.44,0.75,0.26,1.7,0.17,0.08,0.09,0,0,0,0.18,0,0,0,0,0,0,573
0.46,0.5,0.22,1,0.22,0.21,0,0,0,0,0.26,0,0,0,0,0,0,563
0.46,0.5,0.22,1,0.22,0.21,0,0,0,0,0.26,0,0,0,0,0,0,563
0.46,0.5,0.24,1.52,3.96,0.07,0,0,0,0.59,0.2,0,0,0,0,0,0,508
0.47,0.82,0.35,1.2,0.04,0,0.11,0,0,0,0.14,0,0,0,0,0,0,573
0.47,0.82,0.35,1.2,0.04,0,0.11,0,0,0,0.14,0,0,0,0,0,0,573
0.47,1.04,0.35,1.2,0.05,0.05,0.12,0,0,0,0.16,0,0,0,0,0,0,563
0.47,1.04,0.35,1.2,0.05,0.05,0.12,0,0,0,0.16,0,0,0,0,0,0,563
0.48,1.98,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563
0.5,0.8,0.32,1.04,0.11,0.24,0,0,0,0,0.17,0,0,0,0,0,0,563
0.5,0.8,0.32,1.04,0.11,0.24,0,0,0,0,0.17,0,0,0,0,0,0,563
0.52,0.7,0.29,1.09,1.72,0.43,0.14,0,0,0,0,0,0,0,0,0,0,528
0.52,0.7,0.29,1.09,1.72,0.43,0.14,0,0,0,0,0,0,0,0,0,0,548
0.55,0.98,0.22,1.02,0.01,0,0.11,0,0,0,0.07,0,0,0,0,0,0,543
0.55,0.98,0.22,1.02,0.01,0,0.11,0,0,0,0.07,0,0,0,0,0,0,543
0.55,0.34,0.94,1.27,0.12,0.05,0.18,0,0,2.1,0,0,0,0,0,0,0,548
0.55,0.34,0.94,1.27,0.12,0.05,0.18,0,0,2.1,0,0,0,0,0,0,0,583
0.58,0.81,0.89,1.27,0.06,0.02,0.11,0,0,0,0.14,0,0,0,0,0,0,528
0.58,0.81,0.89,1.27,0.06,0.02,0.11,0,0,0,0.14,0,0,0,0,0,0,543
0.73,0.73,1.62,0.1,0.12,0,0.01,0,0,0,0.19,0,0,0,0,0,0,488
0.76,0.29,0.22,0.11,0.07,0.02,0.02,0,0,0,0.17,0,0,0,0,0,0,483
0.76,0.29,0.22,0.11,0.07,0.02,0.02,0,0,0,0.17,0,0,0,0,0,0,518
0.98,1.84,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393
1.03,0.22,0.17,0.07,0.1,0.01,0,0,0,0,0.04,0,0,0,0,0,0,433
1.03,0.22,0.17,0.07,0.1,0.01,0,0,0,0,0.04,0,0,0,0,0,0,448
1.04,0.33,0.26,1.53,0.31,0,0,0,0,0,0.2,0,0,0,0,0,0,408
1.04,0.33,0.26,1.53,0.31,0,0,0,0,0,0.2,0,0,0,0,0,0,518
1.06,0.97,0.28,1.05,0.13,0.03,0,0,0,1.15,0.25,0,0,0,0,0,0,518
1.42,0.61,0.37,1.37,0,0,0.18,0,0,0,0.04,0,0,0,0,0,0,493
1.42,2.16,1.62,2.57,5.35,1.29,0.7,0,0.077,8.88,0.98,0.23,0.18,0.006,0.05,0,0,769
0.15,0.57,0.28,0.63,0.91,0.61,0.3,0,0.032,0,0,0,0,0,0,0,0,691
0.2,0.58,0.31,0,2.9,0.25,0,0,0,0,0,0,0,0,0,0,0,668
0.21,0.56,0.27,0,2.95,0.51,0,0,0,0,0,0,0,0,0,0,0,669
0.3,0.69,0.38,0.78,1.79,0.24,0,0,0,0,0,0,0,0,0,0,0,615
0.3,0.69,0.4,0.99,0.2,0.43,0,0,0,0,0,0,0,0,0,0,0,633
0.31,0.69,0.38,0.79,0.2,0.57,0,0,0,0,0,0,0,0,0,0,0,650
0.32,0.86,1.44,1.01,0.51,0.49,0.071,0,0,0,0,0,0,0,0,0,0,601
0.33,0.86,1.62,0.81,1.8,0.4,0.067,0,0,0,0,0,0,0,0,0,0,593
0.34,0.8,0.38,0.34,0,0.78,0,0,0,0,0,0,0,0,0,0,0,631
0.35,0.82,0.36,1.51,0,0.84,0,0,0,0,0,0,0,0,0,0,0,608
0.35,0.8,0.36,0,2.58,0.78,0,0,0,0,0,0,0,0,0,0,0,581
0.35,0.8,0.38,0.35,0,0.51,0,0,0,0,0,0,0,0,0,0,0,630
0.35,0.83,0.39,0.35,0,0.24,0,0,0,0,0,0,0,0,0,0,0,635
0.35,0.86,1.55,1.21,0.21,0.58,0.037,0,0,0,0,0,0,0,0,0,0,588
0.35,0.86,1.58,1.5,0.23,0.58,0.071,0,0,0,0,0,0,0,0,0,0,584
0.36,0.75,0.29,0,0.72,0.82,0,0,0,0,0,0,0,0,0,0,0,629
0.36,0.8,0.3,0,0.75,0.02,0,0,0,0,0,0,0,0,0,0,0,596
0.36,0.78,0.31,0,0.73,0.49,0,0,0,0,0,0,0,0,0,0,0,636
0.36,0.82,0.35,0,1.41,0.74,0,0,0,0,0,0,0,0,0,0,0,607
0.36,0.83,0.36,0,2.6,0.49,0,0,0,0,0,0,0,0,0,0,0,588
0.36,0.86,0.37,0,2.62,0.02,0,0,0,0,0,0,0,0,0,0,0,597
0.36,0.85,0.37,1.52,0,0.5,0,0,0,0,0,0,0,0,0,0,0,608
0.36,0.86,0.37,1.54,0,0.01,0,0,0,0,0,0,0,0,0,0,0,609
0.36,0.86,0.38,1.54,0,0.26,0,0,0,0,0,0,0,0,0,0,0,605
0.36,0.84,0.38,0,2.6,0.24,0,0,0,0,0,0,0,0,0,0,0,593
0.36,0.83,0.38,0.34,0,0.01,0,0,0,0,0,0,0,0,0,0,0,619
0.36,1.47,0.41,0.76,0,0.5,0,0,0,0,0,0,0,0,0,0,0,596
0.36,1.46,0.42,0.75,0,0.78,0,0,0,0,0,0,0,0,0,0,0,600
0.37,0.82,0.36,0.73,0,0.76,0,0,0,0,0,0,0,0,0,0,0,614
0.37,0.84,0.36,0,1.4,0.47,0,0,0,0,0,0,0,0,0,0,0,601
0.37,0.85,0.36,0,1.44,0.02,0,0,0,0,0,0,0,0,0,0,0,601
0.37,0.84,0.37,0.74,0,0.5,0,0,0,0,0,0,0,0,0,0,0,621
0.37,0.85,0.37,0,1.44,0.24,0,0,0,0,0,0,0,0,0,0,0,611
0.37,0.85,0.37,0.74,0,0.02,0,0,0,0,0,0,0,0,0,0,0,619
0.37,0.85,0.39,0.73,0,0.26,0,0,0,0,0,0,0,0,0,0,0,615
0.37,1.49,0.41,0.77,0,0.25,0,0,0,0,0,0,0,0,0,0,0,588
0.37,0.8,1.47,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,605
0.38,0.68,0.29,0,3.48,0.48,0,0,0,0,0,0,0,0,0,0,0,524
0.38,0.82,0.32,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,590
0.38,0.85,0.33,0.74,1.46,0.01,0,0,0,0,0,0,0,0,0,0,0,607
0.38,0.82,0.34,0.75,1.46,0.74,0,0,0,0,0,0,0,0,0,0,0,585
0.38,0.84,0.34,0.73,1.46,0.48,0,0,0,0,0,0,0,0,0,0,0,591
0.38,0.85,0.35,0.73,1.45,0.24,0,0,0,0,0,0,0,0,0,0,0,591
0.38,1.45,0.36,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,601
0.38,1.5,0.4,0.77,0,0.02,0,0,0,0,0,0,0,0,0,0,0,588
0.38,0.8,1.47,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,607
0.38,0.82,1.48,0.72,0,0.77,0,0,0,0,0,0,0,0,0,0,0,607
0.39,0.82,0.26,1,0,0.21,0,0,0,0,0,0,0,0,0,0,0,608
0.39,0.69,0.29,0,3.56,0.24,0,0,0,0,0,0,0,0,0,0,0,515
0.39,0.73,0.35,0.75,2.51,0.49,0,0,0,0,0,0,0,0,0,0,0,534
0.39,1.45,0.37,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,596
0.39,0.71,0.39,0,3.53,0.02,0,0,0,0,0,0,0,0,0,0,0,523
0.39,1.39,1.48,0.73,0,0.77,0,0,0,0,0,0,0,0,0,0,0,564
0.39,0.8,1.48,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,609
0.39,0.84,1.49,0.73,0,0.52,0,0,0,0,0,0,0,0,0,0,0,596
0.39,1.41,1.49,0.74,0,0.51,0,0,0,0,0,0,0,0,0,0,0,562
0.4,0.74,0.31,0.77,3.56,0.5,0,0,0,0,0,0,0,0,0,0,0,510
0.4,1.32,0.33,0,0,0.004,0,0,0,0,0,0,0,0.004,0,0,0,599
0.4,0.8,0.33,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,603
0.4,0.8,0.33,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,603
0.4,1.33,0.35,0,0,0.08,0,0,0,0,0,0,0,0.003,0,0,0,599
0.4,0.82,0.35,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,599
0.4,0.75,0.35,0,4.43,0.25,0,0,0,0,0,0,0,0,0,0,0,504
0.4,0.82,0.35,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,601
0.4,1.33,0.36,0,0,0.18,0,0,0,0,0,0,0,0.003,0,0,0,589
0.4,0.87,0.36,0.34,0,0.25,0,0,0,0,0,0,0,0,0,0,0,603
0.4,1.47,0.37,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,596
0.4,0.73,0.38,0.75,2.58,0.24,0,0,0,0,0,0,0,0,0,0,0,549
0.4,0.74,0.38,0.75,2.57,0.003,0,0,0,0,0,0,0,0,0,0,0,551
0.4,0.72,0.4,0.75,0.78,0.5,0,0,0,0,0,0,0,0,0,0,0,567
0.4,0.73,0.4,0.75,0.78,0.27,0,0,0,0,0,0,0,0,0,0,0,573
0.4,0.74,0.4,0.75,0.78,0.03,0,0,0,0,0,0,0,0,0,0,0,573
0.4,0.73,0.41,0.75,4.53,0.5,0,0,0,0,0,0,0,0,0,0,0,495
0.4,1.39,1.37,0.76,1.34,0.52,0,0,0,0,0,0,0,0,0,0,0,519
0.4,1.37,1.38,0.75,1.31,0.73,0,0,0,0,0,0,0,0,0,0,0,520
0.4,0.81,1.48,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,601
0.4,1.38,1.5,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,591
0.4,0.84,1.5,0.74,0,0.26,0,0,0,0,0,0,0,0,0,0,0,595
0.4,0.84,1.5,0.74,0,0.02,0,0,0,0,0,0,0,0,0,0,0,598
0.4,1.4,1.51,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,589
0.4,1.42,1.51,0.76,0,0.26,0,0,0,0,0,0,0,0,0,0,0,564
0.41,0.76,0.32,0.77,3.59,0.25,0,0,0,0,0,0,0,0,0,0,0,514
0.41,0.76,0.32,0.77,3.59,0.03,0,0,0,0,0,0,0,0,0,0,0,512
0.41,0.84,0.34,0.35,0,0.77,0,0,0,0,0,0,0,0,0,0,0,607
0.41,0.76,0.35,0,4.45,0.01,0,0,0,0,0,0,0,0,0,0,0,502
0.41,0.84,0.35,0.35,0,0.49,0,0,0,0,0,0,0,0,0,0,0,609
0.41,0.86,0.36,0.33,0,0.01,0,0,0,0,0,0,0,0,0,0,0,621
0.41,0.74,0.4,0.75,4.56,0.03,0,0,0,0,0,0,0,0,0,0,0,510
0.41,0.73,0.42,0.75,4.54,0.26,0,0,0,0,0,0,0,0,0,0,0,506
0.41,1.41,1.41,0.78,1.36,0.26,0,0,0,0,0,0,0,0,0,0,0,515
0.41,1.42,1.42,0.78,1.37,0.03,0,0,0,0,0,0,0,0,0,0,0,522
0.41,1.41,1.51,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,597
0.41,1.44,1.51,0.75,0,0.01,0,0,0,0,0,0,0,0,0,0,0,557
0.41,1.42,1.52,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,588
0.43,1.67,0.28,0.32,0.11,0.03,0.1,0,0,0,0.06,0,0,0,0,0,0,583
0.53,0.83,0.34,0.92,0,0.21,0,0,0,0,0,0,0,0,0,0,0,527
0.33,0.62,0.21,0.1,0.89,0.05,0,0,0,0,0,0,0,0,0,0,0,633
0.19,1.37,0.14,0.2,0.56,0.31,0,0,0,0,0,0,0,0,0,0,0,653
0.29,1.67,0.26,0.12,0.21,0.04,0,0,0,0,0.11,0,0,0,0,0,0,573
0.33,1.54,0.23,0.15,0.18,0.05,0,0,0,0,0,0,0,0,0,0,0,593
0.33,1.48,0.18,0.16,0.26,0.27,0,0,0,0,0.14,0,0,0,0,0,0,613
0.38,1.49,0.25,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,558
0.48,0.86,0.25,0.98,0.18,0.04,0,0,0,0,0.09,0,0,0,0,0,0,553
0.41,0.67,0.23,1.01,0.2,0.23,0,0,0,0,0,0,0,0,0,0,0,578
0.33,0.74,0.23,0.07,3.47,0,0,0,0,0,0,0,0,0,0,0,0,583
0.32,0.61,0.28,0.63,3.22,0.22,0.025,0,0,0.16,0.12,0,0,0,0,0,0,583
0.38,0.69,0.2,0.95,1.58,0.26,0,0,0,0,0,0,0,0,0,0,0,586
0.31,0.62,0.2,0.64,2.63,0.58,0,0,0,0,0,0,0,0,0,0,0,589
0.42,0.67,0.31,0.72,2.53,0.48,0,0,0,0,0,0,0,0,0,0,0,558
0.25,0.52,0.15,1.14,3.33,0.65,0.16,0,0,0,0,0,0,0,0,0,0,613
0.32,0.47,0.29,1.21,4.13,0.3,0.013,0,0,0.11,0.15,0,0,0,0,0,0,568
1.08,0.53,0.25,1.46,0.33,0.06,0.025,0,0,0.11,0.09,0,0,0,0,0,0,478
0.26,0.55,0.21,3.34,0.25,0.54,0,0,0,0,0,0,0,0,0,0,0,623
0.75,0.7,0.33,0.17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,483
0.96,0.55,0.32,0.11,0.08,0,0,0,0,0,0,0,0,0,0,0,0,463
0.55,0.87,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528
0.51,0.72,0.27,0.94,0.15,0.05,0.2,0,0,0.11,0.15,0,0,0,0,0,0,548
0.24,0.27,0.37,13.32,0.32,0.06,0,0,0,0,0.09,0,0,0,0,0,0,553
0.4,1.34,0.21,0.53,1.03,0.22,0,0,0,0,0.08,0,0,0,0,0,0,558
0.39,0.62,0.23,1.11,1.44,0.18,0,0,0,0,0,0,0,0,0,0,0,593
